ID,DATE,Title,Author,Subjects,Publisher,Language
fourthphysicianc00pickiala,1911,The fourth physician; a Christmas story,"Pickett, Montgomery",,Chicago : A. C. McClurg & Co.,eng
eightbrandnewbit00bang,1911,"\""Eight brand new bits\"" of Christmas cheer","Bangs, John Kendrick, 1862-1922",,"New York city, The Leighton and Valentine co.",eng
feaststfriendac02benngoog,1911,The feast of St. Friend; a Christmas book,"Bennett, Arnold, 1867-1931",Christmas,"New York, George H. Doran company",eng
feastofstfriendc00benn,1911,The feast of St. Friend : a Christmas book,"Bennett, Arnold, 1867-1931",Christmas;Festivals,"New York : George H. Doran Co., ;",eng
oldoldwish00nesbiala,1911,"The old, old wish","Nesbit Wilbur Dick, 1871-1927",Christmas,Chicago : Volland,eng
christmascarol00dick,1911,A Christmas carol,"Dickens, Charles, 1812-1870;Michael, A. C. (Arthur C.), ill",Christmas stories,London ; New York : Hodder & Stoughton,eng
christmasnewyear00herg,1911,Christmas and New Year carols,"Herget, John F. (John Francis), 1873-",,"[Cincinnati, O.]",eng
colonelcartersch00smitiala,1911,Colonel Carter's Christmas ; The romance of an old-fashioned gentleman,"Smith, Francis Hopkinson, 1838-1915;Smith, Francis Hopkinson, 1838-1915",,New York : Scribner,eng
sadshepherdachr00dykegoog,1911,The sad shepherd : a Christmas story,"Van Dyke, Henry, 1852-1933;Richardson, R. K., 1877- , bdd;Charles Scribner's Sons. pbl;Scribner Press. prt",,New York : Charles Scribner's Sons,eng
feaststfriendac00benngoog,1911,The Feast of St. Friend: A Christmas Book,Arnold Bennett,,George H. Doran company,English
christmastagssea00macc,1911,"Christmas : tags, seals, cards, booklets, calendars, candy boxes, novelties, books.","MacCalla & Co. (Philadelphia, Pa.)",Christmas decorations--Catalogs.,"MacCalla, Philadelphia",eng
sadshepherdchris00vand,1911,The sad shepherd : a Christmas story,"Van Dyke, Henry, 1852-1933;Richardson, R. K., 1877- bdd;Charles Scribner's Sons. pbl;Scribner Press. prt",Christmas stories,New York : Charles Scribner's Sons,eng
fourthphysician00pickgoog,1911,The Fourth Physician: A Christmas Story,Montgomery B. Pickett,,A. C. McClurg & Co.,English
sadshepherdachr00presgoog,1911,The sad shepherd : a Christmas story,"Van Dyke, Henry, 1852-1933;Richardson, R. K., 1877- , bdd;Charles Scribner's Sons. pbl;Scribner Press. prt",,New York : Charles Scribner's Sons,eng
cu31924021511211,1911,The sad shepherd; a Christmas story,"Van Dyke, Henry, 1852-1933",,"New York, C. Scribner's sons",eng
christmaseveonl01foxgoog,1912,"Christmas Eve on Lonesome: \""Hell-fer-sartain,\"" and Other Stories",John Fox,,C. Scribner's sons,English
christmastalesch00fiel,1912,Christmas tales and Christmas verse,"Field, Eugene, 1850-1895",,New York : C. Scribner's sons,eng
mrsbudlongschri01hughgoog,1912,Mrs. Budlong's Christmas presents,"Hughes, Rupert, 1872-1956",,"New York and London, D. Appleton and company",eng
christmasspeakin00iris,1912,Christmas speakin' at Skaggs's Skule ..,"Irish, Marie. [old catalog heading]",,"Dayton, Ohio, Paine Pub. Co.",eng
birdchristmascarol00wiggrich,1912,The Birds' Christmas Carol,"Wiggin, Kate Douglas Smith, 1856-1923",,"Boston, New York : Houghton Mifflin Company",eng
hermitschristmas00burr,1912,The hermit's Christmas,"Burrell, David De Forest, 1876-;American Tract Society",Christmas stories,"New York, American tract society",eng
whereheartissho00compgoog,1912,Where the heart is : showing that Christmas is what you make it,"Irwin, Will, 1873-1948;Heath, Howard, 1879- ill;D. Appleton and Company. pbl",,New York ; London : D. Appleton and Company,eng
unclenoahschris00compgoog,1912,Uncle Noah's Christmas Inspiration,"Leona Dalrymple ,  McBride,  Nast & Company",,"McBride, Nast & Company",English
mrsbudlongschri00hughgoog,1912,Mrs. Budlong's Christmas presents,"Hughes, Rupert, 1872-1956",,"New York and London, D. Appleton and company",eng
achristmashoney00mathgoog,1912,A Christmas Honeymoon,Frances Aymar Mathews,,Moffat,English
christmasreverie00fisk,1912,A Christmas reverie ..,"Fiske, Albert Rantoul, 1884- [from old catalog]",,"Galesburg, Illinois, Wagoner printing company",eng
cu31924022488690,1912,Where the heart is; showing that Christmas is what you make it,"Irwin, Will, 1873-1948",,"New York, London, D. Appleton and Company",eng
cu31924013586619,1912,Friendship and happiness; a plea for the feast of St. Friend,"Bennett, Arnold, 1867-1931;Bennett, Arnold. Feast of St. Friend",Christmas,"London, Hodder and Stoughton",eng
christmaspraise00ackegoog,1912,"Christmas praises, and other poems","Ackerman, George E. (George Everett)",,"Boston, Sherman, French & company",eng
cu31924013442631,1912,"Poems of Robert Browning, containing Dramatic lyrics, Dramatic romances, Men and women, dramas, Pauline, Paracelsus, Christmas-eve and Easter-day, Sordello, and Dramatis personae","Browning, Robert, 1812-1889",,"London, H. Frowde, Oxford University press",eng
birdschristmasca00wigg2,1912,The Birds' Christmas Carol,"Wiggin, Kate Douglas Smith, 1856-1923;Wireman, Katharine R., ill",Christmas stories,New York : Houghton Mifflin,eng
alittlebookchri00stuagoog,1912,A Little Book of Christmas,"John Kendrick Bangs ,  Little,  Brown and Company,  Colonial Press (Boston,  Mass .),  Bertha Stuart",,"Little, Brown, and Company",English
mrsbudlongschris00hughiala,1912,Mrs. Budlong's Christmas presents,"Hughes, Rupert, 1872-1956",,New York and London : D. Appleton and company,eng
kingdomofallsoul00wood,1912,"The kingdom of all-souls, and two other poems for Christmas","Woodberry, George Edward, 1855-1930",,[Boston] Published for the Woodberry society,eng
hermitschristmas01burr,1912,The hermit's Christmas,"Burrell, David De Forest, b. 1876;American Tract Society",,"New York, American tract society",eng
howrobinhoodonce00hazarich,1912,How Robin Hood once was a wait : a miracle play or Christmas masque,"Hazard, Rowland Gibson, 1855-1918",,"Providence, R.I. : Printed by S.P.C.",eng
twasnightbeforec00moor,1912,Twas the night before Christmas; a visit from St. Nicholas,"Moore, Clement Clarke, 1779-1863;Smith, Jessie Willcox, 1863-1935, ill",Christmas,Boston : Houghton Mifflin company,eng
florentinechrist00trib,1912,"A Florentine Christmas of a century ago : \""the ceppo\""","Tribe, E. A",Christmas;Italy -- Social life and customs,Florence [Italy] : G. Giannini & Son,eng
offerogiantchris00harr,1912,"Offero, the giant : a Christmas-eve story","Harrison, Elizabeth, 1849-1927",Christmas stories,Chicago : The National Kindergarten College,eng
christmasastory00galegoog,1912,Christmas; a story,"Gale, Zona, 1874-1938",,"New York, The Macmillan Company",eng
christmastalesa00fielgoog,1912,Christmas tales and Christmas verse,"Field, Eugene, 1850-1895",,"New York, C. Scribner's sons",eng
manwithpitcherhi00genu,1912,The man with the pitcher and his story : retold for the Christmas season,"Genung, John Franklin, 1850-1919",Jesus Christ in fiction,New York : Thomas Y. Crowell,eng
bookofwinterspor00dier,1912,A book of winter sports;,"Dier, J. C., [from old catalog] ed",Winter sports,"New York, The Macmillan company",eng
christmastalesch00fiel2,1912,Christmas tales and Christmas verse,"Field, Eugene, 1850-1895",,"New York, C. Scribner's sons",eng
christmaspraise00unkngoog,1912,"Christmas praises, and other poems","Ackerman, George E. (George Everett)",,"Boston, Sherman, French & company",eng
whatchristmasisa00dickrich,1912,What Christmas is as we grow older ..,"Dickens, Charles, 1812-1870;Taylor, Nash & Taylor Press;Nash, John Henry, 1871-1947","Gift books (Annuals, etc.);California -- Imprints","San Francisco, Taylor, Nash & Taylor",eng
christmasgarland00beerrich,1912,A Christmas garland,"Beerbohm, Max, Sir, 1872-1956",Parodies,London : W. Heinemann,eng
cu31924031171386,1912,Christmas; a story,"Gale, Zona, 1874-1938",,"New York, The Macmillan Company",eng
fairieschristmas00gask,1912,The fairies and the Christmas child,"Gask, Lilian, 1865-",Fairy tales,New York : T.Y. Crowell,eng
spiritchristmas00gleagoog,1912,The spirit of Christmas,"Gleason, Arthur, 1878-1923",,"New York, Frederick A. Stokes Co",eng
littlebookofchri00bangrich,1912,A Little book of Christmas,"Bangs, John Kendrick, 1862-1922",,"Boston, Little, Brown, and company",eng
wavesrippleswater00flemrich,1912,"Waves and ripples in water, air, and aether : being a course of Christmas lectures delivered at the Royal Institution of Great Britain","Fleming, John Ambrose, Sir, 1849-",Waves;Sound;Electric waves,London : Society for Promoting Christian Knowledge ; New York : E. S. Gorham,eng
bestpoemsonchri00unkngoog,1912,The Best Poems on Christmas,Edward Andem Bryant,,Thomas Y. Crowell Co.,English
christmasastory00galerich,1912,Christmas; a story,"Gale, Zona, 1874-1938",,"New York, Macmillan",eng
achristmashymna00boargoog,1913,A Christmas Hymn: And Other Poems,Ruby Boardman,,The Art bindery,English
childrensbookofc00dick,1913,The children's book of Christmas stories,"Dickinson, Asa Don, 1876-1960;Skinner, Ada M. (Ada Maria), b. 1878",Christmas stories,"Garden City, N.Y. : Doubleday",eng
songofautumn00blanrich,1913,"A Christmas hymn, and other poems","Boardman, Ruby",Christmas,Berkeley,eng
achristmaswhenw00compgoog,1913,A Christmas when the West was Young,"Cyrus Townsend Brady ,  A.C. McClurg & Company,  W.F. Hall Printing Company,  A.C . McClurg & Co,  W.F . Hall Printing Company ,  A.C. McClurg & Company",,A.C. McClurg & Company,English
christmasstories00dick,1913,"Christmas stories from \""Household words\"" and \""All the year round\""","Dickens, Charles, 1812-1870",,London : Chapman & Hall,eng
childrensbookch00skingoog,1913,The Children's Book of Christmas Stories,ASA DON DICKINSON AND ADA M. SKINNER,,,English
festivalsongbudg00newy,1913,The festival song budget : Christmas 1913,,"Christmas music;Carols, English;Christmas service",New York : Tullar-Meredith,eng
christmasstories00triv,1913,Christmas stories,"Trivess, Charles Nicholas 1845- [from old catalog]",,"Chicago, Ill., Printed by Wm. H. Pool printing and binding co.",eng
christmasburglar00flan,1913,The Christmas burglar ..,"Flanner, Mary H. [from old catalog]",,"New York, Samuel French",eng
lawrelatingtosec00crew,1913,"The law relating to secret commissions and bribes (Christmas boxes, gratuities, tips, etc.) the Prevention of corruption act, 1906","Crew, Albert","Bribery;Competition, Unfair;Agency (Law)","London, New York [etc.] : Sir I. Pitman & sons, ltd.",eng
unclenoahschrist00dalrrich,1913,Uncle Noah's Christmas inspiration,"Dalrymple, Leona, b. 1884",,"New York, McBride, Nast & Company",eng
mystudywindows00lowe_0,1913,My study windows,"Lowell, James Russell, 1819-1891","Quincy, Josiah, 1772-1864;Carlyle, Thomas, 1795-1881;Lincoln, Abraham, 1809-1865;Percival, James Gates, 1795-1856;Thoreau, Henry David, 1817-1862;Swinburne, Algernon Charles, 1837-1909;Chaucer, Geoffrey, -1400;Emerson, Ralph Waldo, 1803-1882;Pope, Alexander, 1688-1744;Birds;Winter","Boston, New York, Houghton, Mifflin and company",eng
garlandchristmas00beerrich,1913,A Christmas garland,"Beerbohm, Max, Sir, 1872-1956",Parodies,"New York, E.P. Dutton and Company",eng
festivalplaysone00meririch,1913,"Festival plays; one-act pieces for New Year's day , St. Valentine's day, Easter, All Hallowe'en, Christmas and a child's birthday","Merington, Marguerite",,"New York, Duffield & Company",eng
christmascarolli00well,1913,Christmas carollin',"Wells, Carolyn, d. 1942",,"New York, Franklin Bigelow corporation",eng
childrensbookofc00dickrich,1913,The children's book of Christmas stories,"Dickinson, Asa Don, 1876-1960;Skinner, Ada M. (Ada Maria), b. 1878",Christmas stories,"Garden City, N.Y. : Doubleday, Page & Company",eng
festivalplayson00merigoog,1913,"Festival plays; one-act pieces for New Year's day , St. Valentine's day, Easter, All Hallowe'en, Christmas and a child's birthday","Merington, Marguerite, 1857-1951",,"New York, Duffield & Company",eng
christmashymn00boarrich,1913,"A Christmas hymn, and other poems","Boardman, Ruby",Christmas,Berkeley,eng
childrensbookch01skingoog,1913,The Children's Book of Christmas Stories,Asa Don Dickinson and Ada M. Skinner,,,English
fromchristmastoe00heat,1913,From Christmas to Easter : a story for boys and girls,"Heath, Lucy Hannah, 1847-",Jesus Christ,Cincinnati : Jennings and Graham ; New York : Eaton and Mains,eng
booksforchristma00prat,1913,Books for Christmas for the children,Pratt Institute. Free Library,Christmas;Books for the young,Brooklyn : [s.n.],eng
howispentmymill00parkgoog,1913,How I Spent My Million: A Christmas Story,John Edgar Park,,The Pilgrim Press,English
englishyearautum00thomrich,1913,The English year. Autumn and winter,"Thomas, William Beach, Sir, 1868-1957;Collett, Anthony Keeling, b. 1877",Natural history;Natural history -- Great Britain;Autumn;Winter,"London, Edinburgh : T. C. & E. C. Jack",eng
theirchristmasg00publgoog,1913,Their Christmas golden wedding,"Stanley, Caroline Abbot, 1849-1919;McConnell, Emlen, ill;Decorative Designers (Firm). bdd;Thomas Y. Crowell, Publishers. pbl",,New York : Thomas Y. Crowell Company,eng
christmasnightin01russ,1913,Christmas-night in the quarters,"Russell, Irwin, 1853-1879. [from old catalog]",,"Kansas City, Mo., W. O. Graham, Art craft",eng
privatesoldiersc00robi,1913,"A private soldier's Christmas dinner, December 25, 1863","Robinson, Arthur J., b. 1845","Robinson, Arthur J., b. 1845;United States. Army. Wisconsin Infantry Regiment, 33rd (1862-1865). Company E;United States -- History Civil War, 1861-1865 Poetry;United States -- History Civil War, 1861-1865 Regimental histories",Milwaukee : [A.J. Robinson],eng
cu31924022237212,1913,Amici. A Christmas greeting and a reminder to the Class of Eighty-Four [Cornell University],"Andrews, Mary Raymond Shipman, d. 1936;Cornell University. Class of 1884",,"[n.p.] H. P. DeForest, Class Secretary",eng
christmascarolin1913dick,1913,A Christmas carol in prose : being a ghost story of Christmas,"Dickens, Charles, 1812-1870",,"Boston : Houghton, Mifflin & Co.",eng
sundayschoolchur00nati,1914,"Sunday-school and church entertainments, designed for anniversaries, celebrations, Christmas, New Year, Easter, and Thanksgiving occasions, and the full round of entertainments",National School of Elocution and Oratory,Sunday schools,"Philadelphia, The Penn Pub. Co.",eng
inheartofchristm00dalr,1914,In the heart of the Christmas pines,"Dalrymple, Leona, b. 1884",,"New York : McBride, Nast",eng
legendofchristma00jack,1914,The legend of the Christmas rose; five Christmas paintings and their interpretations,"Jackson, Henry Ezekiel, 1869-1939",,"New York, Hodder & Stoughton, George H. Doran company",eng
speakinochristm00dunbgoog,1914,"Speakin' o' Christmas, and other Christmas and special poems","Dunbar, Paul Laurence, 1872-1906",,"New York, Dodd, Mead and company",eng
littlemerrychris00arno,1914,Little Merry Christmas,"Arnold, Winifred, 1874-",,New York ; Chicago : Revell,eng
birdschristmasca00wiggiala,1914,The Birds' Christmas Carol; dramatic version,"Wiggin, Kate Douglas Smith, 1856-1923;Ingersoll, Helen Frances, b. 1878",,"Boston, New York : Houghton Mifflin Company",eng
holynightbeingma00bisb,1914,Holy night; being a masque to be performed by young children at Christmas-tide,"Bisbee, A. G",,London : Curwen,eng
charlesdickensin00jaqurich,1914,"Charles Dickens in chancery; being an account of his proceedings in respect of the \""Christmas carol\""","Jaques, E. T. (Edward Tyrrell)","Dickens, Charles, 1812-1870","London, Longmans, Green and Co.",eng
ephraimwingedbea00good,1914,Ephraim and the winged bear; a Christmas-eve nightmare in one act,"Goodman, Kenneth Sawyer, 1883-1918",,"New York, D. C. Vaughan",eng
christchristmasp00eddyrich,1914,"Christ and Christmas, a poem","Eddy, Mary Baker, 1821-1910",,"Boston, U.S.A., A.V. Stewart",eng
jollyplaysforhol00well,1914,"Jolly plays for holidays, a collection of Christmas entertainments","Wells, Carolyn, d. 1942",Christmas plays;Amateur plays,Boston : W.H. Baker & Co.,eng
storyofgraftonpo00kayt,1914,"The story of the \""Grafton\"" portrait of William Shakespeare \""Aetatis svae 24, 1588,\"" with an account of the sack and destruction of the manor house of Grafton Regis by the parliamentary forces on Christmas Eve, 1643","Kay, Thomas","Shakespeare, William, 1564-1616","London : S. W. Partridge & Co., Ltd.",eng
birdschristmasca00wigg,1914,The Birds' Christmas Carol : dramatic version,"Wiggin, Kate Douglas Smith, 1856-1923;Ingersoll, Helen Frances, 1878-",Christmas stories;Chronically ill children,Boston : Houghton Mifflin Co.,eng
lastchristmastre00allerich,1914,The last Christmas tree. an idyl of immortality,"Allen, James Lane, 1849-1925;Mosher, Thomas Bird, 1852-1923",,"Portland, Maine : Thomas Bird Mosher",eng
